Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2009-09-14,2125.5,2159.9,2113.0,2146.95,2140.5600178171,709431.0,25490.0,1518579634.0,146605.0,20.67,46.9,21.45
2009-09-11,2164.8,2170.0,2111.0,2140.95,2136.4973853031,816347.0,27373.0,1744123231.0,227435.0,27.86,59.0,-23.85
2009-09-10,2181.2,2205.0,2135.0,2149.2,2174.8619681221,1078490.0,40294.0,2345566884.0,163426.0,15.15,70.0,-32.0
2009-09-09,2064.95,2174.5,2061.0,2169.35,2139.5330474281,1812955.0,65464.0,3878877136.0,571852.0,31.54,113.5,104.4
2009-09-08,2005.15,2092.6,1887.7,2075.15,2058.2479822049,1413424.0,50617.0,2909177096.0,389536.0,27.56,204.9,70.0
2009-09-07,1991.25,2008.0,1975.0,2000.6,1994.3277186676,586381.0,23725.0,1169435882.0,77688.0,13.25,33.0,9.35
2009-09-04,1929.7,1995.0,1929.7,1980.9,1966.8908551574,1013369.0,33502.0,1993186219.0,190109.0,18.76,65.3,51.2
2009-09-03,1986.0,1987.3,1924.9,1932.1,1951.3608998675,931915.0,32008.0,1818502493.0,223572.0,23.99,62.4,-53.9
2009-09-02,1964.95,1997.1,1956.3,1971.75,1977.7162735889,647497.0,26602.0,1280565354.0,70206.0,10.84,40.8,6.8
2009-09-01,2017.0,2042.0,1967.0,1982.0,2002.292571087,823041.0,30012.0,1647968880.0,159237.0,19.35,75.0,-35.0
2009-08-31,2046.0,2059.9,1993.25,2004.1,2024.2947183622,740490.0,30784.0,1498969996.0,164412.0,22.2,66.65,-41.9
2009-08-28,2029.7,2075.0,2025.0,2070.3,2054.46832169,770543.0,27474.0,1583056184.0,92698.0,12.03,50.0,40.6
2009-08-27,2024.95,2056.5,2020.1,2040.25,2041.0692818179,604401.0,22657.0,1233624315.0,86752.0,14.35,36.4,15.3
2009-08-26,2035.0,2045.0,2013.1,2039.6,2033.0092654734,652638.0,23483.0,1326819101.0,100461.0,15.39,31.9,4.6
2009-08-25,1959.7,2029.9,1959.7,2023.75,1995.5576524189,971451.0,36377.0,1938586477.0,169535.0,17.45,70.2,64.05
2009-08-24,1950.05,1980.0,1945.0,1974.25,1966.1225857513,588796.0,21696.0,1157645114.0,139275.0,23.65,35.0,24.2
2009-08-21,1889.95,1934.6,1865.0,1928.65,1904.0520101693,772522.0,34220.0,1470922067.0,88176.0,11.41,69.6,38.7
2009-08-20,1900.05,1925.9,1889.0,1898.0,1910.1611258244,613204.0,21899.0,1171318443.0,128294.0,20.92,36.9,-2.05
2009-08-19,1934.95,1955.0,1873.0,1883.45,1899.1841671939,1518859.0,44283.0,2884592965.0,289116.0,19.04,82.0,-51.5
2009-08-18,1925.0,1955.8,1920.0,1946.4,1941.9892527024,819834.0,31782.0,1592108817.0,106153.0,12.95,35.8,21.4
2009-08-17,1999.7,2018.0,1921.3,1939.6,1964.822037935,993015.0,33116.0,1951097756.0,295355.0,29.74,96.7,-60.1
2009-08-14,2019.7,2063.8,2007.05,2034.3,2035.9369729508,1201738.0,46188.0,2446662826.0,112131.0,9.33,56.75,14.6
2009-08-13,2021.0,2035.6,1997.35,2023.45,2019.6823770909,834011.0,33190.0,1684437319.0,76563.0,9.18,38.25,2.45
2009-08-12,1979.95,2001.8,1943.05,1991.75,1972.5101117355,1123546.0,40693.0,2216205846.0,206738.0,18.4,58.75,11.8
2009-08-11,1990.05,2047.3,1975.0,1999.45,2013.3969325825,985976.0,38604.0,1985161054.0,59248.0,6.01,72.3,9.4
2009-08-10,2030.0,2038.0,1973.35,1986.35,1999.7419918725,977663.0,34842.0,1955073755.0,114771.0,11.74,64.65,-43.65
2009-08-07,2034.65,2064.0,1990.0,1995.9,2020.3049417386,1111714.0,39997.0,2246001288.0,128961.0,11.6,74.0,-38.75
2009-08-06,2020.0,2123.8,2020.0,2046.55,2078.7398615544,1333809.0,51909.0,2772641936.0,136623.0,10.24,103.8,26.55
2009-08-05,2045.05,2082.7,2031.3,2075.25,2061.2796550185,1055361.0,38996.0,2175394158.0,164455.0,15.58,51.4,30.2
2009-08-04,2010.0,2055.0,2005.2,2041.15,2032.9531595617,942156.0,36034.0,1915359017.0,146762.0,15.58,49.8,31.15
2009-08-03,1960.0,2032.9,1958.0,2014.95,1992.5323939223,837688.0,35437.0,1669120476.0,132275.0,15.79,74.9,54.95
2009-07-31,1925.05,1975.0,1916.0,1957.1,1943.297900569,1014513.0,38654.0,1971500983.0,275083.0,27.11,59.0,32.05
2009-07-30,1904.95,1940.0,1890.0,1899.9,1909.5858286254,689799.0,28159.0,1317230395.0,144448.0,20.94,50.0,-5.05
2009-07-29,1900.0,1935.0,1872.5,1926.3,1907.0638398209,1357131.0,57725.0,2588135456.0,138091.0,10.18,62.5,26.3
2009-07-28,1940.35,1958.0,1891.0,1910.25,1912.1077612987,1211975.0,48092.0,2317426804.0,183867.0,15.17,67.0,-30.1
2009-07-27,1965.0,1970.0,1908.0,1938.55,1928.7356969114,1714350.0,66537.0,3306528042.0,403674.0,23.55,62.0,-26.45
2009-07-24,2045.05,2064.9,1985.2,2013.75,2014.8047861581,1331381.0,56065.0,2682472811.0,199920.0,15.02,79.7,-31.3
2009-07-23,1999.0,2052.0,1990.0,2038.15,2016.4214543303,2177332.0,32747.0,4390418958.0,115268.0,5.29,62.0,39.15
2009-07-22,2025.05,2056.3,1965.0,1977.3,2004.0117093701,959915.0,35898.0,1923680900.0,94490.0,9.84,91.3,-47.75
2009-07-21,2040.05,2044.9,2007.15,2017.55,2025.7963472812,736602.0,31579.0,1492205641.0,69334.0,9.41,37.75,-22.5
2009-07-20,1960.0,2035.0,1946.0,2030.65,2007.3473800255,1329803.0,49129.0,2669376568.0,222325.0,16.72,89.0,70.65
2009-07-17,1950.0,1964.0,1919.1,1933.4,1944.205392613,1259612.0,45059.0,2448944443.0,247632.0,19.66,44.9,-16.6
2009-07-16,1905.0,1966.6,1880.0,1934.3,1924.8052315683,1697426.0,59307.0,3267214445.0,310994.0,18.32,86.6,29.3
2009-07-15,1835.0,1890.5,1807.0,1875.0,1843.2455848208,889375.0,37853.0,1639336542.0,87690.0,9.86,83.5,40.0
2009-07-14,1780.0,1824.9,1766.35,1811.2,1790.5739646165,792798.0,35350.0,1419563458.0,88921.0,11.22,58.55,31.2
2009-07-13,1751.0,1765.25,1718.3,1747.85,1741.3665127464,1099487.0,42303.0,1914609843.0,128140.0,11.65,46.95,-3.15
2009-07-10,1859.8,1880.0,1750.0,1778.4,1823.0385954412,1129408.0,45115.0,2058954374.0,176964.0,15.67,130.0,-81.4
2009-07-09,1832.0,1873.7,1832.0,1852.35,1857.5220229302,960567.0,38667.0,1784274357.0,107092.0,11.15,41.7,20.35
2009-07-08,1818.0,1890.1,1800.0,1829.35,1843.0313855436,1873474.0,63882.0,3452871382.0,317198.0,16.93,90.1,11.35
2009-07-07,1910.05,1910.05,1826.75,1855.35,1856.6950670523,1499874.0,53904.0,2784808657.0,276846.0,18.46,83.3,-54.7
2009-07-06,2040.05,2051.0,1865.65,1893.6,1956.3443644471,2017566.0,72313.0,3947053874.0,377486.0,18.71,185.35,-146.45
2009-07-03,1999.0,2035.2,1980.25,2025.85,2012.1178652633,1090720.0,47410.0,2194657198.0,92677.0,8.5,54.95,26.85
2009-07-02,2070.0,2079.0,1995.5,2010.15,2023.6477899535,1127103.0,45051.0,2280859495.0,168498.0,14.95,83.5,-59.85
2009-07-01,2010.0,2085.0,1989.0,2057.35,2039.1747969247,1150312.0,47536.0,2345687239.0,99457.0,8.65,96.0,47.35
2009-06-30,2099.7,2105.1,2010.35,2023.35,2048.0573991123,880484.0,34098.0,1803281771.0,106973.0,12.15,94.75,-76.35
2009-06-29,2040.0,2111.9,2025.1,2084.95,2074.8943066697,951271.0,42758.0,1973786782.0,114565.0,12.04,86.8,44.95
2009-06-26,1982.4,2035.0,1965.6,2028.65,2002.8918247029,1056720.0,50616.0,2116495849.0,124005.0,11.73,69.4,46.25
2009-06-25,2028.8,2028.8,1946.3,1959.5,1985.1233213743,973043.0,37676.0,1931610352.0,131211.0,13.48,82.5,-69.3
2009-06-24,2025.35,2034.8,1973.1,2000.1,2004.6567001566,1048177.0,44481.0,2101235046.0,105111.0,10.03,61.7,-25.25
2009-06-23,1919.8,2032.65,1901.1,2016.05,1983.884381341,1805219.0,77758.0,3581345779.0,147152.0,8.15,131.55,96.25
2009-06-22,2061.0,2072.0,1932.2,1952.45,1987.4782608963,1626355.0,61823.0,3232345207.0,334307.0,20.56,139.8,-108.55
2009-06-19,2049.0,2060.0,1976.5,2039.6,2025.044592371,1389879.0,52944.0,2814566953.0,197405.0,14.2,83.5,-9.4
2009-06-18,2051.05,2072.0,1991.15,2024.95,2034.6259102453,1618657.0,60999.0,3293361472.0,317761.0,19.63,80.85,-26.1
2009-06-17,2140.0,2177.7,2036.0,2050.8,2115.9075480365,1711094.0,58524.0,3620516710.0,345099.0,20.17,141.7,-89.2
2009-06-16,2144.0,2184.0,2121.0,2141.6,2156.7068846221,1229915.0,49643.0,2652566148.0,243290.0,19.78,63.0,-2.4
2009-06-15,2328.7,2360.0,2171.8,2180.45,2228.5884798423,2129016.0,85088.0,4744700531.0,415351.0,19.51,188.2,-148.25
2009-06-12,2310.05,2372.3,2302.0,2356.8,2346.3508264841,1136864.0,43634.0,2667481786.0,152579.0,13.42,70.3,46.75
2009-06-11,2299.7,2341.0,2283.0,2299.75,2300.3053662044,650907.0,21536.0,1497284865.0,107904.0,16.58,58.0,0.05
2009-06-10,2285.05,2341.4,2280.3,2320.25,2320.6188588219,893375.0,29209.0,2073182873.0,242603.0,27.16,61.1,35.2
2009-06-09,2180.0,2286.0,2165.1,2271.9,2246.7473940505,1110152.0,33793.0,2494231113.0,294835.0,26.56,120.9,91.9
2009-06-08,2204.0,2260.0,1847.9,2188.9,2215.2464982056,1052746.0,40448.0,2332091890.0,153581.0,14.59,412.1,-15.1
2009-06-05,2270.0,2290.0,2186.2,2211.85,2225.0921073458,985600.0,37118.0,2193050781.0,314313.0,31.89,103.8,-58.15
2009-06-04,2220.05,2262.0,2160.0,2255.7,2213.8429105131,1154202.0,42376.0,2555221915.0,208062.0,18.03,102.0,35.65
2009-06-03,2294.9,2300.0,2228.2,2244.8,2261.315484079,843602.0,26597.0,1907650265.0,158275.0,18.76,71.8,-50.1
2009-06-02,2290.0,2309.0,2225.0,2279.2,2263.3071204162,860034.0,28978.0,1946521076.0,165297.0,19.22,84.0,-10.8
2009-06-01,2305.0,2311.45,2257.0,2280.85,2288.0412879519,751115.0,25957.0,1718582132.0,200627.0,26.71,54.45,-24.15
2009-05-29,2235.05,2304.0,2211.8,2277.5,2269.1908032429,1591561.0,47800.0,3611555584.0,367829.0,23.11,92.2,42.45
2009-05-28,2200.0,2245.0,2190.0,2219.9,2227.2185969839,1022768.0,33772.0,2277927910.0,193799.0,18.95,55.0,19.9
2009-05-27,2180.25,2201.0,2153.15,2187.2,2177.1513395274,914315.0,27711.0,1990602127.0,246292.0,26.94,47.85,6.95
2009-05-26,2184.95,2210.0,2132.2,2144.05,2161.3934327011,824479.0,28369.0,1782023496.0,185935.0,22.55,77.8,-40.9
2009-05-25,2174.95,2214.0,2155.0,2193.35,2183.0680153053,901650.0,36150.0,1968363276.0,116179.0,12.89,59.0,18.4
2009-05-22,2094.95,2204.9,2094.95,2183.1,2166.3652620159,1186321.0,48006.0,2570004604.0,160636.0,13.54,109.95,88.15
2009-05-21,2126.0,2177.85,2107.0,2116.8,2139.4826652116,984177.0,37703.0,2105629631.0,168848.0,17.16,70.85,-9.2
2009-05-20,2184.95,2250.0,2136.0,2150.95,2177.8687701908,1353031.0,41553.0,2946723960.0,401032.0,29.64,114.0,-34.0
2009-05-19,2488.95,2490.0,2202.2,2235.4,2285.8784958526,2209225.0,69914.0,5050019920.0,558241.0,25.27,287.8,-253.55
2009-05-18,2102.0,2410.0,2102.0,2359.2,2335.8439507495,41096.0,852.0,95993843.0,36562.0,88.97,308.0,257.2
2009-05-15,1925.05,1959.9,1912.0,1948.25,1936.2228930285,898090.0,34506.0,1738902418.0,156088.0,17.38,47.9,23.2
2009-05-14,1897.95,1928.5,1884.0,1908.55,1908.5064220604,1264236.0,42172.0,2412802525.0,141067.0,11.16,44.5,10.6
2009-05-13,1969.95,1975.0,1907.1,1937.9,1940.9002665216,1463671.0,54951.0,2840839434.0,126442.0,8.64,67.9,-32.05
2009-05-12,1849.95,1974.7,1838.0,1958.3,1904.2605691072,1331735.0,47171.0,2535970449.0,213614.0,16.04,136.7,108.35
2009-05-11,1910.1,1923.0,1850.0,1859.35,1877.5555262828,926156.0,29025.0,1738909316.0,71329.0,7.7,73.0,-50.75
2009-05-08,1894.95,1930.0,1875.0,1897.0,1902.8734835388,1069513.0,36701.0,2035147928.0,58836.0,5.5,55.0,2.05
2009-05-07,1899.0,1922.0,1880.0,1914.0,1907.489784991,1105628.0,33911.0,2108974116.0,120650.0,10.91,42.0,15.0
2009-05-06,1864.95,1935.4,1850.0,1879.8,1900.4878970151,1458855.0,50961.0,2772536271.0,87943.0,6.03,85.4,14.85
2009-05-05,1879.95,1888.0,1838.25,1876.7,1863.2035615476,1064818.0,42305.0,1983972690.0,85437.0,8.02,49.75,-3.25
2009-05-04,1854.0,1895.2,1846.0,1885.35,1874.9254730149,1377018.0,33737.0,2581806125.0,465721.0,33.82,49.2,31.35
2009-04-29,1753.0,1813.8,1748.0,1802.7,1781.1223046837,1042642.0,34247.0,1857072922.0,177181.0,16.99,65.8,49.7
2009-04-28,1769.95,1791.85,1730.1,1736.75,1763.8013147418,1080060.0,39367.0,1905011248.0,78909.0,7.31,61.75,-33.2
2009-04-27,1759.95,1804.7,1759.95,1784.85,1783.1951267973,1097184.0,38801.0,1956493162.0,98141.0,8.94,44.75,24.9
2009-04-24,1755.0,1799.0,1725.75,1784.55,1762.6197567967,1345623.0,49489.0,2371821685.0,87472.0,6.5,73.25,29.55
2009-04-23,1725.0,1774.8,1697.65,1762.35,1740.0459820303,1348940.0,50666.0,2347217627.0,116532.0,8.64,77.15,37.35
2009-04-22,1719.0,1732.0,1692.0,1716.1,1713.6419056275,1483123.0,44189.0,2541541724.0,77102.0,5.2,40.0,-2.9
2009-04-21,1680.0,1734.0,1670.0,1706.0,1708.7518747811,1658727.0,54473.0,2834352871.0,151161.0,9.11,64.0,26.0
2009-04-20,1702.0,1752.9,1687.6,1713.7,1722.7577298203,1439005.0,48254.0,2479056987.0,77461.0,5.38,65.3,11.7
2009-04-17,1750.05,1782.0,1702.6,1717.5,1748.5079217219,1589869.0,53490.0,2779898541.0,97990.0,6.16,79.4,-32.55
2009-04-16,1840.05,1844.0,1720.0,1736.5,1776.0150199458,1948276.0,60536.0,3460167439.0,210906.0,10.83,124.0,-103.55
2009-04-15,1731.3,1835.0,1700.0,1825.55,1796.3833080527,1809028.0,52591.0,3249707703.0,240910.0,13.32,135.0,94.25
2009-04-13,1752.0,1786.85,1723.1,1769.25,1754.1527623465,1214167.0,39589.0,2129834397.0,102897.0,8.47,63.75,17.25
2009-04-09,1744.5,1765.0,1706.0,1733.05,1735.5294960005,1662700.0,58977.0,2885664893.0,134172.0,8.07,59.0,-11.45
2009-04-08,1638.0,1738.0,1605.1,1724.05,1661.7236758232,2083332.0,61138.0,3461922109.0,349287.0,16.77,132.9,86.05
2009-04-06,1710.0,1718.0,1649.9,1672.25,1680.8660578186,1441301.0,50843.0,2422633930.0,120520.0,8.36,68.1,-37.75
2009-04-02,1644.0,1678.8,1602.15,1662.5,1651.3947512753,1721180.0,57916.0,2842347618.0,256640.0,14.91,76.65,18.5
2009-04-01,1530.25,1588.9,1497.55,1579.45,1544.9779237531,1826488.0,66634.0,2821883638.0,86911.0,4.76,91.35,49.2
2009-03-31,1530.05,1552.4,1514.7,1523.2,1536.8907890456,1656647.0,49237.0,2546085515.0,354883.0,21.42,37.7,-6.85
2009-03-30,1531.8,1535.95,1494.1,1515.7,1514.2042094269,2341934.0,60961.0,3546166321.0,711052.0,30.36,41.85,-16.1
2009-03-27,1564.95,1582.0,1535.5,1548.0,1554.8553809126,1925389.0,71185.0,2993701447.0,152767.0,7.93,46.5,-16.95
2009-03-26,1549.8,1575.0,1522.15,1566.55,1549.7065803325,2391019.0,71484.0,3705377878.0,488632.0,20.44,52.85,16.75
2009-03-25,1440.0,1549.0,1435.05,1533.4,1502.4338123424,2964314.0,100665.0,4453685584.0,336962.0,11.37,113.95,93.4
2009-03-24,1450.0,1472.95,1442.25,1451.65,1456.3647432788,1975022.0,69405.0,2876352408.0,161391.0,8.17,30.7,1.65
2009-03-23,1350.0,1449.85,1350.0,1439.8,1403.6892642725,1778566.0,61204.0,2496554000.0,362095.0,20.36,99.85,89.8
2009-03-20,1334.95,1348.8,1321.0,1338.55,1335.9605952899,1240740.0,44700.0,1657579749.0,62331.0,5.02,27.8,3.6
2009-03-19,1339.95,1354.0,1320.05,1344.65,1338.2887327323,1437731.0,49440.0,1924099198.0,97585.0,6.79,33.95,4.7
2009-03-18,1320.05,1359.9,1312.0,1331.3,1341.2943639753,1618357.0,49123.0,2170693123.0,157463.0,9.73,47.9,11.25
2009-03-17,1324.95,1341.75,1292.85,1300.35,1315.8025857961,1920105.0,56559.0,2526479124.0,136826.0,7.13,48.9,-24.6
2009-03-16,1293.0,1329.9,1273.55,1326.6,1301.2115138669,1791353.0,55965.0,2330929149.0,204725.0,11.43,56.35,33.6
2009-03-13,1225.05,1294.9,1212.0,1282.35,1259.1867305348,1435250.0,50202.0,1807247755.0,178213.0,12.42,82.9,57.3
2009-03-12,1170.0,1212.75,1170.0,1201.95,1198.6377776908,1864979.0,47640.0,2235434284.0,564458.0,30.27,42.75,31.95
2009-03-09,1159.45,1164.0,1140.0,1153.85,1148.9853684061,1144783.0,39259.0,1315338917.0,101046.0,8.83,24.0,-5.6
2009-03-06,1121.0,1182.0,1118.05,1170.55,1148.0024779931,2060942.0,66335.0,2365966523.0,275176.0,13.35,63.95,49.55
2009-03-05,1225.05,1229.0,1143.0,1149.1,1167.1216406734,2710960.0,79223.0,3164020083.0,384816.0,14.19,86.0,-75.95
2009-03-04,1197.85,1215.0,1178.1,1209.6,1197.3669387162,1956016.0,65844.0,2342068890.0,191809.0,9.81,36.9,11.75
2009-03-03,1212.0,1250.6,1177.0,1199.05,1224.314062302,1799108.0,55341.0,2202673224.0,184341.0,10.25,73.6,-12.95
2009-03-02,1249.3,1262.7,1213.2,1225.15,1237.541893172,1663684.0,52957.0,2058878647.0,247452.0,14.87,49.5,-24.15
2009-02-27,1289.95,1296.0,1248.0,1265.05,1266.2501345636,1391535.0,46442.0,1762031381.0,104857.0,7.54,48.0,-24.9
2009-02-26,1271.5,1297.85,1252.4,1290.45,1271.9342540727,1106502.0,39623.0,1407397796.0,169559.0,15.32,45.45,18.95
2009-02-25,1249.95,1285.0,1249.95,1266.0,1274.3933676339,961889.0,35552.0,1225824962.0,66498.0,6.91,35.05,16.05
2009-02-24,1224.95,1263.2,1201.1,1253.3,1231.701247317,2016889.0,58094.0,2484204697.0,369882.0,18.34,62.1,28.35
2009-02-20,1280.0,1284.45,1241.3,1253.55,1256.4656471886,1355988.0,44395.0,1703752340.0,269459.0,19.87,43.15,-26.45
2009-02-19,1290.0,1309.9,1281.9,1293.65,1295.896537975,1148663.0,43838.0,1488548405.0,117702.0,10.25,28.0,3.65
2009-02-18,1251.0,1316.0,1248.0,1294.75,1292.9588460357,1940372.0,67040.0,2508821142.0,165594.0,8.53,68.0,43.75
2009-02-17,1310.0,1314.0,1257.15,1267.6,1275.2398016793,1409031.0,43705.0,1796852413.0,296286.0,21.03,56.85,-42.4
2009-02-16,1380.0,1395.0,1311.3,1319.05,1340.1918639853,1790336.0,51030.0,2399393741.0,229617.0,12.83,83.7,-60.95
2009-02-13,1362.7,1404.15,1362.7,1390.95,1389.1689382276,998359.0,36525.0,1386889312.0,183041.0,18.33,41.45,28.25
2009-02-12,1365.0,1376.0,1345.6,1351.7,1362.2233702141,1377865.0,43684.0,1876959904.0,191477.0,13.9,30.4,-13.3
2009-02-11,1380.0,1390.0,1362.2,1384.05,1377.4860491673,1382749.0,50464.0,1904717457.0,53574.0,3.87,27.8,4.05
2009-02-10,1381.0,1414.2,1373.35,1401.5,1396.3388230646,2419487.0,76374.0,3378423630.0,291929.0,12.07,40.85,20.5
2009-02-09,1348.0,1399.4,1340.0,1389.05,1373.6567950127,1701910.0,55336.0,2337840236.0,311209.0,18.29,59.4,41.05
2009-02-06,1302.0,1350.0,1294.0,1343.5,1328.4863737662,1787251.0,62984.0,2374338600.0,265693.0,14.87,56.0,41.5
2009-02-05,1313.0,1319.0,1271.6,1286.75,1287.7363687592,1497736.0,49850.0,1928689118.0,182770.0,12.2,47.4,-26.25
2009-02-04,1310.0,1336.65,1297.1,1307.4,1316.3179386212,1569435.0,53838.0,2065875444.0,150691.0,9.6,39.55,-2.6
2009-02-03,1280.0,1330.0,1271.5,1302.55,1303.7614330569,2278765.0,81089.0,2970965922.0,124829.0,5.48,58.5,22.55
2009-02-02,1335.0,1352.0,1273.45,1277.55,1300.5162501923,1761733.0,64002.0,2291162395.0,179214.0,10.17,78.55,-57.45
2009-01-30,1250.0,1334.8,1242.05,1325.2,1294.803259007,2245592.0,75761.0,2907599840.0,290629.0,12.94,92.75,75.2
2009-01-29,1285.05,1290.0,1242.0,1268.05,1262.0285089444,1640187.0,57445.0,2069962754.0,181484.0,11.06,48.0,-17.0
2009-01-28,1240.05,1279.95,1226.0,1273.15,1253.5407102782,1495949.0,52515.0,1875232972.0,177041.0,11.83,53.95,33.1
2009-01-27,1163.25,1234.3,1163.25,1227.05,1208.8208877593,1761108.0,61042.0,2128864136.0,280726.0,15.94,71.05,63.8
2009-01-23,1139.7,1174.35,1120.0,1153.15,1154.014073112,2784743.0,92685.0,3213632612.0,220830.0,7.93,54.35,13.45
2009-01-22,1135.15,1153.4,1107.1,1132.95,1130.658002045,2359903.0,88468.0,2668243211.0,163929.0,6.95,46.3,-2.2
2009-01-21,1160.0,1182.5,1108.5,1119.4,1150.4078338055,2211722.0,66964.0,2544382315.0,288701.0,13.05,74.0,-40.6
2009-01-20,1190.0,1210.0,1168.1,1182.4,1192.9305222651,1558672.0,51202.0,1859387403.0,207867.0,13.34,41.9,-7.6
2009-01-19,1225.0,1249.5,1208.3,1229.65,1233.0686488014,1422574.0,51672.0,1754131400.0,112555.0,7.91,41.2,4.65
2009-01-16,1159.0,1230.0,1150.0,1218.4,1196.8684500938,2226425.0,78381.0,2664737839.0,246332.0,11.06,80.0,59.4
2009-01-15,1160.0,1160.0,1109.0,1143.35,1134.1552445611,2269065.0,73848.0,2573471970.0,267066.0,11.77,51.0,-16.65
2009-01-14,1085.0,1217.0,1085.0,1178.15,1147.7515959538,2494903.0,77678.0,2863528900.0,400808.0,16.07,132.0,93.15
2009-01-13,1105.0,1145.0,1067.1,1080.9,1104.2222578816,2215404.0,72979.0,2446298407.0,295521.0,13.34,77.9,-24.1
2009-01-12,1140.0,1145.0,1085.0,1099.3,1102.918394582,2162577.0,69050.0,2385145953.0,424979.0,19.65,60.0,-40.7
2009-01-09,1190.0,1197.0,1092.35,1151.05,1140.3348943859,2406923.0,73169.0,2744698285.0,432325.0,17.96,104.65,-38.95
2009-01-07,1375.05,1380.0,1175.0,1196.8,1269.0248633048,3617902.0,88513.0,4591207591.0,1083806.0,29.96,205.0,-178.25
2009-01-06,1350.0,1384.0,1332.0,1368.05,1362.7986264623,2017127.0,69497.0,2748937905.0,136395.0,6.76,52.0,18.05
2009-01-05,1305.0,1377.0,1296.0,1365.75,1335.2484983402,2191242.0,70734.0,2925852590.0,409650.0,18.69,81.0,60.75
2009-01-02,1265.05,1299.0,1252.0,1283.9,1279.1874835846,2059807.0,72188.0,2634879333.0,185361.0,9.0,47.0,18.85
2009-01-01,1240.05,1262.5,1235.0,1253.65,1249.5840191408,1191175.0,45673.0,1488473244.0,118764.0,9.97,27.5,13.6
2008-12-31,1255.05,1265.0,1217.05,1230.25,1242.229091425,2051168.0,69087.0,2548020561.0,332389.0,16.2,47.95,-24.8
2008-12-30,1235.0,1272.0,1228.2,1248.95,1250.9135498576,2540285.0,65182.0,3177676927.0,876573.0,34.51,43.8,13.95
2008-12-29,1225.05,1252.6,1188.0,1247.3,1219.9764473398,1922458.0,74495.0,2345353481.0,99704.0,5.19,64.6,22.25
2008-12-26,1255.0,1275.0,1205.35,1212.0,1241.0946109919,1508979.0,51161.0,1872785705.0,133214.0,8.83,69.65,-43.0
2008-12-24,1250.0,1261.1,1230.0,1241.2,1243.4578678637,1153763.0,46144.0,1434655680.0,65118.0,5.64,31.1,-8.8
2008-12-23,1265.0,1280.0,1248.1,1260.05,1263.3121746018,1560396.0,61072.0,1971267264.0,101645.0,6.51,31.9,-4.95
2008-12-22,1340.0,1352.7,1278.0,1284.7,1318.7112123424,1930453.0,72533.0,2545710016.0,265384.0,13.75,74.7,-55.3
2008-12-19,1350.0,1375.9,1325.0,1349.25,1355.3947463472,2638469.0,96235.0,3576167021.0,174112.0,6.6,50.9,-0.75
2008-12-18,1340.0,1372.0,1281.25,1360.2,1327.6711460985,3533335.0,123903.0,4691106929.0,418087.0,11.83,90.75,20.2
2008-12-17,1395.0,1408.0,1330.0,1350.15,1356.5917101656,2560027.0,90687.0,3472911406.0,189793.0,7.41,78.0,-44.85
2008-12-16,1320.0,1395.0,1320.0,1386.8,1359.8750094439,2951639.0,98867.0,4013860113.0,166949.0,5.66,75.0,66.8
2008-12-15,1321.0,1354.85,1273.15,1338.05,1317.1927073039,3839979.0,126239.0,5057992335.0,529962.0,13.8,81.7,17.05
2008-12-12,1230.0,1323.5,1212.6,1306.2,1272.9366511318,3924932.0,128438.0,4996189796.0,269449.0,6.87,110.9,76.2
2008-12-11,1230.0,1295.0,1192.05,1258.9,1227.5342074182,3390975.0,115112.0,4162537809.0,381773.0,11.26,102.95,28.9
2008-12-10,1142.0,1232.5,1135.0,1227.2,1189.0547378623,3322490.0,108542.0,3950622476.0,553992.0,16.67,97.5,85.2
2008-12-08,1150.0,1175.0,1106.2,1120.0,1144.0468673999,2469115.0,83623.0,2824783281.0,181367.0,7.35,68.8,-30.0
2008-12-05,1150.0,1182.0,1103.0,1118.6,1137.6539565258,2770701.0,104158.0,3152098955.0,175726.0,6.34,79.0,-31.4
2008-12-04,1080.0,1168.9,1050.3,1159.3,1110.8732754604,3642349.0,129117.0,4046188164.0,618869.0,16.99,118.6,79.3
2008-12-03,1096.0,1125.0,1050.05,1069.5,1068.9061649275,2306856.0,86473.0,2465812600.0,176250.0,7.64,74.95,-26.5
2008-12-02,1078.0,1099.0,1033.0,1074.65,1060.9780939437,2459046.0,90598.0,2608993938.0,155891.0,6.34,66.0,-3.35
2008-12-01,1150.05,1176.8,1098.0,1109.05,1144.7024079644,2315109.0,80698.0,2650110847.0,299234.0,12.93,78.8,-41.0
2008-11-28,1050.0,1164.7,1037.0,1131.6,1138.6157454905,2105352.0,84962.0,2397186937.0,161758.0,7.68,127.7,81.6
2008-11-26,1075.05,1145.8,1058.85,1137.2,1104.0634547882,3230363.0,118017.0,3566525734.0,372284.0,11.52,86.95,62.15
2008-11-25,1172.0,1184.9,1050.1,1071.7,1125.0563320593,2996766.0,107550.0,3371530564.0,411556.0,13.73,134.8,-100.3
2008-11-24,1145.05,1155.0,1095.0,1144.95,1124.6415993242,2504733.0,94577.0,2816926927.0,142741.0,5.7,60.0,-0.1
2008-11-21,1021.0,1158.3,1021.0,1127.35,1092.3372729177,3150840.0,112826.0,3441779973.0,372184.0,11.81,137.3,106.35
